_file,nym,gen,etym/lang,etym/nym
happello_1_1.xml,Happello,M,,
harbert_1_1.xml,Harbert,M,,
harda_1_1.xml,Harda,F,Old Saxon; Old High German,
harding_1_1.xml,Harding,M,,
hardulf_1_1.xml,Hardulf,M,Old Saxon; Old High German; Old High German; Gothic,
harger_1_1.xml,Harger,M,"Old High German; Old High German, Old Saxon",
harker_1_1.xml,Harker,M,Old English; Old High German; Old Saxon; Old High German,
harlin_1_1.xml,Harlin,M,,
harold_1_1.xml,Harold,M,Old English; Old High German; Old English; Old Saxon; Old High German,
harre_1_1.xml,Harre,M,,
harriet_1_1.xml,Harriet,F,,Henry
hartger_1_1.xml,Hartger,M,Old Saxon; Old High German; Old High German; Old Saxon,
hartgilde_1_1.xml,Hartgilde,F,Old Saxon; Old High German; Proto-Germanic,
harthay_1_1.xml,Harthay,M,,
hartlewus_1_1.xml,Hartlewus,M,,
hartlieb_1_1.xml,Hartlieb,M,Old Saxon; Old High German,
hartmad_1_1.xml,Hartmad,M,,
hartman_1_1.xml,Hartman,M,Old Saxon; Old High German; Old High German,
hartmar_1_1.xml,Hartmar,M,Old Saxon; Old High German; Old High German; Old Saxon; Proto-Germanic,
hartmund_1_1.xml,Hartmund,M,Old Saxon; Old High German; Old English; Old Saxon; Old High German,
hartmut_1_1.xml,Hartmut,M,Old Saxon; Old High German; Old High German,
hartnich_1_1.xml,Hartnich,M,Old Saxon; Old High German,
hartnid_1_1.xml,Hartnid,M,Old Saxon; Old High German; Proto-Germanic,
hartois_1_1.xml,Hartois,F,Old Saxon; Old High German; Old Saxon; Old High German,
hartrad_1_1.xml,Hartrad,M,Old Saxon; Old High German; Old Saxon; Old High German,
hartrich_1_1.xml,Hartrich,M,Old Saxon; Old High German; Old High German,
hartung_1_1.xml,Hartung,M,,
hartwig_1_1.xml,Hartwig,M,"Old Saxon; Old High German; Old Saxon, Old English; Old High German",
hartwin_1_1.xml,Hartwin,M,Old Saxon; Old High German; Old High German,
harvey_1_1.xml,Harvey,M,Old Breton; Old Breton,
harwich_1_1.xml,Harwich,M,Old High German; Old Saxon; Old English; Old High German,
hasco_1_1.xml,Hasco,M,,
hathold_1_1.xml,Hathold,M,Old High German,
hauerlant_1_1.xml,Hauerlant,M,,
haveman_1_1.xml,Haveman,M,,
haward_1_1.xml,Haward,M,Old High German; Old Saxon; Old High German,
hawise_1_1.xml,Hawise,F,Old High German; Old High German; Old Saxon; Old Saxon; Old High German,
hawk_1_1.xml,Hawk,M,Old Norse; Old English; Old Saxon; Old High German; Proto-Germanic,
hawlo_1_1.xml,Hawlo,M,,
hayward_1_1.xml,Hayward,M,,
hazacha_1_1.xml,Hazacha,U,,
hazel_1_1.xml,Hazel,M,,
headulf_1_1.xml,Headulf,M,,
hebatius_1_1.xml,Hebatius,M,Old Saxon; Old High German,
hebedan_1_1.xml,Hebedan,M,,
hebermon_1_1.xml,Hebermon,M,,
hebert_1_1.xml,Hebert,M,,
hebrussius_1_1.xml,Hebrussius,M,,
hechard_1_1.xml,Hechard,M,Old Saxon; Old Norse,
hecher_1_1.xml,Hecher,M,Old High German; Old Saxon,
hechto_1_1.xml,Hechto,M,,
hector_1_1.xml,Hector,M,Greek; Greek,
heda_1_1.xml,Heda,F,,
hedmar_1_1.xml,Hedmar,M,,
hedremarchuc_1_1.xml,Hedremarchuc,M,Old Welsh; Old Breton,
hedwig_1_1.xml,Hedwig,F,"Old High German; Old Saxon, Old English; Old High German",
heideman_1_1.xml,Heideman,M,,
heidenrich_1_1.xml,Heidenrich,M,Old High German; Old High German; Old High German,
heidentrude_1_1.xml,Heidentrude,F,Old High German; Old High German; Proto-Germanic; Proto-Germanic,
heila_1_1.xml,Heila,F,,
heilin_1_1.xml,Heilin,M,,
heilman_1_1.xml,Heilman,M,,
heilsinde_1_1.xml,Heilsinde,F,Old High German; Old Saxon; Gothic; Proto-Germanic,
heilwig_1_1.xml,Heilwig,F,Old High German; Old Saxon; Old English; Old High German,
heinegedis_1_1.xml,Heinegedis,F,,
heio_1_1.xml,Heio,M,,
helbrat_1_1.xml,Helbrat,M,,
helfrich_1_1.xml,Helfrich,M,,
helga_1_1.xml,Helga,F,Old Norse; Old Norse,
helgi_1_1.xml,Helgi,M,Old Norse; Old Norse,
helgrich_1_1.xml,Helgrich,M,,
helgyth_1_1.xml,Helgyth,F,,
helier_1_1.xml,Helier,M,,
heligbert_1_1.xml,Heligbert,M,Proto-Germanic; Old High German; Old Saxon; Proto-Germanic,
helinand_1_1.xml,Helinand,M,Proto-Germanic; Proto-Germanic,
helingand_1_1.xml,Helingand,M,,
helithans_1_1.xml,Helithans,M,,
hellin_1_1.xml,Hellin,M,,
helloin_1_1.xml,Helloin,M,Proto-Germanic; Old Saxon; Old High German,
helmbert_1_1.xml,Helmbert,M,Old High German; Old Saxon; Old High German; Old Saxon; Proto-Germanic,
helmbrat_1_1.xml,Helmbrat,M,,
helmburg_1_1.xml,Helmburg,U,"Old High German, Old Saxon; Old High German",
helmdag_1_1.xml,Helmdag,M,"Old High German, Old Saxon; Old Saxon, Old Dutch; Old High German",
helmger_1_1.xml,Helmger,M,Old High German; Old Saxon; Old High German; Old Saxon,
helmhard_1_1.xml,Helmhard,M,Old High German; Old Saxon; Old Saxon; Old High German,
helmich_1_1.xml,Helmich,M,,
helmold_1_1.xml,Helmold,M,Old High German; Old Saxon; Old High German,
helmrich_1_1.xml,Helmrich,M,"Old High German, Old Saxon; Old High German",
helmuni_1_1.xml,Helmuni,M,Old High German; Old Saxon,
helmwald_1_1.xml,Helmwald,M,"Old High German, Old Saxon; Old High German",
helmward_1_1.xml,Helmward,M,"Old High German, Old Saxon; Old High German",
helmwich_1_1.xml,Helmwich,M,Old High German; Old Saxon; Old Saxon; Old English; Old High German,
helmwin_1_1.xml,Helmwin,M,Old High German; Old Saxon; Old High German,
heloin_1_1.xml,Heloin,M,,
helperad_1_1.xml,Helperad,M,Old High German; Old Saxon; Old Saxon; Old High German,
helpfrih_1_1.xml,Helpfrih,M,,
helward_1_1.xml,Helward,M,,
helwich_1_1.xml,Helwich,M,,
hemard_1_1.xml,Hemard,M,Old High German; Old Frankish; Old Saxon; Old High German,
hemmadrich_1_1.xml,Hemmadrich,M,,
hemming_1_1.xml,Hemming,M,Old High German; Old Frankish,
hemrich_1_1.xml,Hemrich,M,,
henard_1_1.xml,Henard,M,,
henarda_1_1.xml,Henarda,F,,Henard
hence_1_1.xml,Hence,M,,
henfrid_1_1.xml,Henfrid,M,,
hengelerius_1_1.xml,Hengelerius,M,,
hengelestas_1_1.xml,Hengelestas,F,,
hengest_1_1.xml,Hengest,M,,
henry_1_1.xml,Henry,M,Old High German; Old Frankish; Old High German,
henrye_1_1.xml,Henrye,F,,
hephilo_1_1.xml,Hephilo,M,,
heppid_1_1.xml,Heppid,M,Proto-Germanic,
heraclius_1_1.xml,Heraclius,M,,
herand_1_1.xml,Herand,M,,
herard_1_1.xml,Herard,M,Old High German; Old Saxon; Old High German,
herbald_1_1.xml,Herbald,M,Old High German; Old High German,
herbard_1_1.xml,Herbard,M,,
herbern_1_1.xml,Herbern,M,"Old High German; Old High German, Old Saxon",
herbert_1_1.xml,Herbert,M,Old English; Old High German; Old High German; Old Saxon; Proto-Germanic,
herberta_1_1.xml,Herberta,F,Old High German; Old High German; Old Saxon; Proto-Germanic,
herbord_1_1.xml,Herbord,M,,
herbrand_1_1.xml,Herbrand,M,Old High German; Old High German; Old Norse,
herbrard_1_1.xml,Herbrard,M,,
herbrat_1_1.xml,Herbrat,M,,
herburg_1_1.xml,Herburg,F,,
herca_1_1.xml,Herca,U,,
hercules_1_1.xml,Hercules,M,Latin; Greek; Greek; Greek; κλέος,
herdeg_1_1.xml,Herdeg,M,Old English; Old Saxon; Old High German,
herdegeno_1_1.xml,Herdegeno,M,,
herder_1_1.xml,Herder,M,,
herfast_1_1.xml,Herfast,M,,
herfrid_1_1.xml,Herfrid,M,Old English; Old High German; Old High German; Old Saxon,
herfus_1_1.xml,Herfus,M,,
herger_1_1.xml,Herger,M,Old High German; Old High German; Old Saxon,
hergot_1_1.xml,Hergot,M,,
hergyth_1_1.xml,Hergyth,F,,
heridach_1_1.xml,Heridach,M,Old English; Old High German; Old Saxon; Old Dutch; Old High German,
herideo_1_1.xml,Herideo,M,Old English; Old High German; Old High German,
herilde_1_1.xml,Herilde,F,Old High German; Old High German,
herirach_1_1.xml,Herirach,M,,
herisson_1_1.xml,Herisson,M,,
herland_1_1.xml,Herland,M,Old English; Old High German; Old High German; Old Saxon,
herle_1_1.xml,Herle,M,,
herliva_1_1.xml,Herliva,F,,
herluin_1_1.xml,Herluin,M,Old English; Old Saxon; Old English; Old High German,
herman_1_1.xml,Herman,M,Old English; Old High German; Old English; Old High German,
hermana_1_1.xml,Hermana,F,,Herman
hermanmar_1_1.xml,Hermanmar,M,"Old High German; Old High German; Old High German, Old Saxon; Proto-Germanic",
hermar_1_1.xml,Hermar,M,Old High German; Old High German; Old Saxon; Proto-Germanic,
hermes_1_1.xml,Hermes,M,Ancient Greek,
hermien_1_1.xml,Hermien,M,,
hermigius_1_1.xml,Hermigius,M,,
hermivet_1_1.xml,Hermivet,M,,
hermod_1_1.xml,Hermod,M,,
hermor_1_1.xml,Hermor,M,Old High German; Old Saxon,
hermund_1_1.xml,Hermund,M,,
herois_1_1.xml,Herois,F,Old High German; Old Saxon; Old High German,
herouet_1_1.xml,Herouet,M,,
herpin_1_1.xml,Herpin,M,Old High German; Old Saxon; Gothic,
herrand_1_1.xml,Herrand,M,Old English; Old High German,
herrat_1_1.xml,Herrat,M,Old English; Old High German; Old Saxon; Old High German,
herrich_1_1.xml,Herrich,M,Old High German; Old High German,
herscho_1_1.xml,Herscho,M,,
hersent_1_1.xml,Hersent,F,Old High German; Old Saxon; Gothic; Proto-Germanic,
hertingwig_1_1.xml,Hertingwig,M,,
herulf_1_1.xml,Herulf,M,Old High German; Old High German; Gothic,
herward_1_1.xml,Herward,M,Old English; Old High German; Old English; Old High German,
herwig_1_1.xml,Herwig,M,,
herwin_1_1.xml,Herwin,M,Old High German; Old High German,
herzog_1_1.xml,Herzog,M,Old High German; Old High German,
hesmer_1_1.xml,Hesmer,U,,
hesperia_1_1.xml,Hesperia,F,Latin; Ancient Greek,
hessa_1_1.xml,Hessa,F,Old Saxon; Old High German; Gothic,
hesso_1_1.xml,Hesso,M,Old Saxon; Old High German; Gothic,
hetelwif_1_1.xml,Hetelwif,F,Old Saxon; Old Dutch; Old Frisian,
hethfar_1_1.xml,Hethfar,M,,
heudous_1_1.xml,Heudous,M,,
hewko_1_1.xml,Hewko,M,,
hexelo_1_1.xml,Hexelo,M,,
heydhe_1_1.xml,Heydhe,M,,
heylun_1_1.xml,Heylun,M,,
heyse_1_1.xml,Heyse,M,,
hezekiah_1_1.xml,Hezekiah,M,Hebrew,Ezekiel
hezelo_1_1.xml,Hezelo,M,Old Saxon; Old High German; Gothic,
hialkelega_1_1.xml,Hialkelega,U,,
hibo_1_1.xml,Hibo,M,,
hicter_1_1.xml,Hicter,M,,
hictor_1_1.xml,Hictor,M,,
hidbert_1_1.xml,Hidbert,M,,
hiddo_1_1.xml,Hiddo,M,Old Frankish; Old Norse,
hiddon_1_1.xml,Hiddon,M,,
hidulf_1_1.xml,Hidulf,M,Old Frankish; Old Norse; Old High German; Gothic,
hidwin_1_1.xml,Hidwin,M,Old Frankish; Old Norse; Old High German,
hiffrid_1_1.xml,Hiffrid,M,,
hilaria_1_1.xml,Hilaria,F,Latin,
hilary_1_1.xml,Hilary,M,Latin,
hilculf_1_1.xml,Hilculf,M,Old High German; Old German,
hildalg_1_1.xml,Hildalg,M,,
hilde_1_1.xml,Hilde,M,,
hildebald_1_1.xml,Hildebald,M,Old High German; Old High German,
hildebert_1_1.xml,Hildebert,M,Old High German; Old High German; Old Saxon; Proto-Germanic,
hildeberta_1_1.xml,Hildeberta,F,,Hildebert
hildebod_1_1.xml,Hildebod,M,Old High German; Old High German,
hildebrand_1_1.xml,Hildebrand,M,Old High German; Old High German; Old Norse,
hildeburg_1_1.xml,Hildeburg,F,Old High German; Old High German; Old High German,
hildefons_1_1.xml,Hildefons,M,,
hildefrid_1_1.xml,Hildefrid,M,Old High German; Old High German; Old Saxon,
hildegard_1_1.xml,Hildegard,F,Old High German; Old Saxon; Old High German,
hildegaud_1_1.xml,Hildegaud,M,Old High German,
hildeger_1_1.xml,Hildeger,M,"Old High German; Old High German, Old Saxon",
hildegern_1_1.xml,Hildegern,M,Old High German,
hildegil_1_1.xml,Hildegil,M,,
hildegilde_1_1.xml,Hildegilde,F,Old High German; Proto-Germanic,
hildegod_1_1.xml,Hildegod,M,"Old High German; Old High German, Old Dutch; Old Saxon; Old Frisian; Old English",
hildegoz_1_1.xml,Hildegoz,M,,
hildegrim_1_1.xml,Hildegrim,M,Old High German; Old High German; Old Saxon,
hildegude_1_1.xml,Hildegude,F,Old High German; Old High German; Old Frisian; Old Saxon,
hildegund_1_1.xml,Hildegund,F,Old High German; Old High German,
hildela_1_1.xml,Hildela,F,Old High German; Proto-Germanic,
hildelinde_1_1.xml,Hildelinde,F,Old High German; Proto-Germanic,
hildeman_1_1.xml,Hildeman,M,Old High German; Old High German,
hildemar_1_1.xml,Hildemar,M,Old High German; Old High German; Old Saxon; Proto-Germanic,
hildenibia_1_1.xml,Hildenibia,F,Old High German; Gothic; Old High German,
hilderad_1_1.xml,Hilderad,M,Old High German; Old Saxon; Old High German,
hilderada_1_1.xml,Hilderada,F,,Hilderad
hilderard_1_1.xml,Hilderard,M,,
hilderich_1_1.xml,Hilderich,M,Old High German; Old High German,
hildesi_1_1.xml,Hildesi,M,,
hildesinde_1_1.xml,Hildesinde,F,Old High German; Old Saxon; Gothic; Proto-Germanic,
hildetrude_1_1.xml,Hildetrude,F,Old High German; Proto-Germanic; Proto-Germanic,
hildewalde_1_1.xml,Hildewalde,F,Old High German; Old Saxon; Old High German,
hildeward_1_1.xml,Hildeward,M,Old High German; Old High German,
hildewin_1_1.xml,Hildewin,M,Old High German; Old High German,
hildiad_1_1.xml,Hildiad,M,Old High German,
hildois_1_1.xml,Hildois,F,Old High German; Old Saxon; Old High German,
hildrad_1_1.xml,Hildrad,M,Old High German; Old Saxon; Old High German,
hildrada_1_1.xml,Hildrada,F,,Hildrad
hildrald_1_1.xml,Hildrald,M,Old High German; Old Saxon; Old High German,
hildulf_1_1.xml,Hildulf,M,Old High German; Old High German; Gothic,
hildwar_1_1.xml,Hildwar,M,,
hille_1_1.xml,Hille,F,,
hillinus_1_1.xml,Hillinus,M,Old High German,
hilmar_1_1.xml,Hilmar,M,,
hilperin_1_1.xml,Hilperin,M,,
hilpwin_1_1.xml,Hilpwin,M,Proto-Germanic; Old High German,
himbert_1_1.xml,Himbert,M,,
hinco_1_1.xml,Hinco,M,,
hinse_1_1.xml,Hinse,M,,
hinto_1_1.xml,Hinto,M,,
hinwethen_1_1.xml,Hinwethen,M,Old Breton,
hiolius_1_1.xml,Hiolius,M,,
hiot_1_1.xml,Hiot,M,,
hippola_1_1.xml,Hippola,F,Ancient Greek,
hippolyta_1_1.xml,Hippolyta,F,Ancient Greek,
hippolytus_1_1.xml,Hippolytus,M,Ancient Greek,
hirsko_1_1.xml,Hirsko,M,,
hismido_1_1.xml,Hismido,M,,
histenus_1_1.xml,Histenus,M,,
hliodro_1_1.xml,Hliodro,M,,
hnogico_1_1.xml,Hnogico,M,,
hoa_1_1.xml,Hoa,U,,
hoald_1_1.xml,Hoald,M,,
hoard_1_1.xml,Hoard,M,,
hobert_1_1.xml,Hobert,M,,
hoccadei_1_1.xml,Hoccadei,M,,
hochko_1_1.xml,Hochko,M,,
hocken_1_1.xml,Hocken,M,,
hoda_1_1.xml,Hoda,F,Old High German,
hodar_1_1.xml,Hodar,M,,
hodeburg_1_1.xml,Hodeburg,F,,
hodiard_1_1.xml,Hodiard,F,,
hodislav_1_1.xml,Hodislav,M,,
hodo_1_1.xml,Hodo,M,,
hodslav_1_1.xml,Hodslav,M,,
hoedlyw_1_1.xml,Hoedlyw,M,,
hoger_1_1.xml,Hoger,M,"Old German; Old High German, Old Saxon",
hohold_1_1.xml,Hohold,M,Old High German; Old Saxon; Old High German,
hohoward_1_1.xml,Hohoward,M,,
hoia_1_1.xml,Hoia,M,,
hoian_1_1.xml,Hoian,M,,
hoiarnmin_1_1.xml,Hoiarnmin,M,Old Breton,
hoke_1_1.xml,Hoke,M,,
hoking_1_1.xml,Hoking,M,,
holaczius_1_1.xml,Holaczius,M,,
holco_1_1.xml,Holco,M,,
holdeburg_1_1.xml,Holdeburg,F,Old High German; Old High German,
holger_1_1.xml,Holger,M,Old Norse; Old Norse,
holiba_1_1.xml,Holiba,U,,
holm_1_1.xml,Holm,M,Old Norse,
holmbjorn_1_1.xml,Holmbjorn,M,Old Norse; Old Norse,
holmge_1_1.xml,Holmge,M,,
holmsten_1_1.xml,Holmsten,M,Old Norse; Old Norse; Proto-Norse; Proto-Germanic,
holmwaster_1_1.xml,Holmwaster,M,,
holt_1_1.xml,Holt,M,,
homobon_1_1.xml,Homobon,M,Latin; Latin,
homodeus_1_1.xml,Homodeus,M,Latin; Latin; Latin,
homolus_1_1.xml,Homolus,M,,
honest_1_1.xml,Honest,M,Latin,
honesta_1_1.xml,Honesta,F,Latin,
honger_1_1.xml,Honger,M,,
honor_1_1.xml,Honor,M,Latin,
honora_1_1.xml,Honora,F,Latin,
honorat_1_1.xml,Honorat,M,Latin,
honorata_1_1.xml,Honorata,F,,Honorat
honoria_1_1.xml,Honoria,F,Latin,
honorine_1_1.xml,Honorine,F,,
honorius_1_1.xml,Honorius,M,Latin,
hopo_1_1.xml,Hopo,M,,
hoppesort_1_1.xml,Hoppesort,M,,
horabona_1_1.xml,Horabona,F,Latin; Latin,
horace_1_1.xml,Horace,M,,
hordold_1_1.xml,Hordold,M,Old English; Old High German; Old Saxon; Old High German,
horlewin_1_1.xml,Horlewin,M,,
horman_1_1.xml,Horman,M,,
horsa_1_1.xml,Horsa,M,,
horskeo_1_1.xml,Horskeo,M,,
hosed_1_1.xml,Hosed,U,,
hosko_1_1.xml,Hosko,M,,
hoskå_1_1.xml,Hoskå,M,,
hostiey_1_1.xml,Hostiey,M,,
hotart_1_1.xml,Hotart,M,,
hotequin_1_1.xml,Hotequin,M,,
howard_1_1.xml,Howard,M,,
howori_1_1.xml,Howori,M,,
hrabys_1_1.xml,Hrabys,M,,
hripo_1_1.xml,Hripo,M,,
hrocho_1_1.xml,Hrocho,M,,
hrodlen_1_1.xml,Hrodlen,M,,
hrono_1_1.xml,Hrono,M,,
hrothgard_1_1.xml,Hrothgard,F,Old Saxon; Old High German; Old Saxon; Old High German,
hrotho_1_1.xml,Hrotho,M,Old Saxon; Old High German,
hruto_1_1.xml,Hruto,M,,
huache_1_1.xml,Huache,M,,
hubald_1_1.xml,Hubald,M,Old German; Old High German,
hubert_1_1.xml,Hubert,M,Old German; Old High German; Old Saxon; Proto-Germanic,
huchedeus_1_1.xml,Huchedeus,M,,
huctred_1_1.xml,Huctred,M,,
hudiad_1_1.xml,Hudiad,M,Old High German,
hudigard_1_1.xml,Hudigard,F,,
hudrich_1_1.xml,Hudrich,M,Old High German; Old High German,
hudriod_1_1.xml,Hudriod,M,,
hudriset_1_1.xml,Hudriset,M,,
huerewardia_1_1.xml,Huerewardia,U,,
huga_1_1.xml,Huga,F,,
hugar_1_1.xml,Hugar,M,,
hugh_1_1.xml,Hugh,M,Old German,
hughoye_1_1.xml,Hughoye,M,,
hugier_1_1.xml,Hugier,M,Old German; Old High German,
huglibert_1_1.xml,Huglibert,M,Old German; Old High German; Old Saxon; Proto-Germanic,
hugran_1_1.xml,Hugran,M,Old German; Old Saxon,
huguemer_1_1.xml,Huguemer,M,,
huidward_1_1.xml,Huidward,M,,
huil_1_1.xml,Huil,M,,
huitace_1_1.xml,Huitace,M,,
hulacz_1_1.xml,Hulacz,M,,
hulard_1_1.xml,Hulard,M,,
hulda_1_1.xml,Hulda,F,Old High German,
huldegarde_1_1.xml,Huldegarde,F,Old High German; Old Saxon; Old High German,
hulder_1_1.xml,Hulder,M,,
huldriod_1_1.xml,Huldriod,M,,
huldward_1_1.xml,Huldward,M,Old High German; Old High German,
huldwin_1_1.xml,Huldwin,M,Old High German; Old High German,
hulgo_1_1.xml,Hulgo,M,,
human_1_1.xml,Human,M,,
humbaud_1_1.xml,Humbaud,M,Proto-Germanic; Old High German,
humbelina_1_1.xml,Humbelina,F,,Humbert
humberga_1_1.xml,Humberga,F,Proto-Germanic; Old High German,
humbert_1_1.xml,Humbert,M,Proto-Germanic; Old High German; Old Saxon; Proto-Germanic,
humiliato_1_1.xml,Humiliato,M,,
humiliosus_1_1.xml,Humiliosus,M,Latin,
humphrey_1_1.xml,Humphrey,M,Proto-Germanic; Old High German; Old Saxon,
hunald_1_1.xml,Hunald,M,Proto-Germanic; Old Saxon; Old High German,
huncelo_1_1.xml,Huncelo,M,Proto-Germanic,
hundolf_1_1.xml,Hundolf,M,Old Saxon; Old High German; Old High German; Gothic,
hunger_1_1.xml,Hunger,M,Proto-Germanic; Old Saxon; Old High German,
hungrim_1_1.xml,Hungrim,M,Proto-Germanic; Old High German; Old Saxon,
hunlef_1_1.xml,Hunlef,M,Proto-Germanic; Gothic; Old High German; Old Norse,
huno_1_1.xml,Huno,M,Norwegian; Late Latin; Turkic; Old French,
hunold_1_1.xml,Hunold,M,,
hunolf_1_1.xml,Hunolf,M,Proto-Germanic; Old High German; Gothic,
hunrard_1_1.xml,Hunrard,M,,
hunzelt_1_1.xml,Hunzelt,M,,
hur_1_1.xml,Hur,M,,
hurye_1_1.xml,Hurye,M,,
husinch_1_1.xml,Husinch,M,,
husir_1_1.xml,Husir,M,,
hustin_1_1.xml,Hustin,M,,
husward_1_1.xml,Husward,M,,
hutin_1_1.xml,Hutin,M,,
huward_1_1.xml,Huward,M,Old German; Old Saxon; Old High German,
huwedoywo_1_1.xml,Huwedoywo,M,,
hwfa_1_1.xml,Hwfa,M,,
hwllyn_1_1.xml,Hwllyn,M,,
hyacinth_1_1.xml,Hyacinth,M,Greek,
hyacinthe_1_1.xml,Hyacinthe,F,Greek,
hymer_1_1.xml,Hymer,M,,
hynguitius_1_1.xml,Hynguitius,M,,
hyssop_1_1.xml,Hyssop,F,Middle English; Latin,
hywel_1_1.xml,Hywel,M,Old Breton; Middle Welsh,
iaffe_1_1.xml,Iaffe,M,,
iarncum_1_1.xml,Iarncum,M,Old Breton; Old Breton,
iarnfin_1_1.xml,Iarnfin,M,,
iarnhaitou_1_1.xml,Iarnhaitou,M,,
iarnhirt_1_1.xml,Iarnhirt,M,Old Breton,
iarnhitin_1_1.xml,Iarnhitin,M,,
iarnnomen_1_1.xml,Iarnnomen,M,Old Breton,
iarnwald_1_1.xml,Iarnwald,M,Old Breton; Old Saxon; Old High German,
ib_1_1.xml,Ib,M,,
ibed_1_1.xml,Ibed,F,,
ibex_1_1.xml,Ibex,U,,
ida_1_1.xml,Ida,F,Old Frankish; Old Norse,
idalia_1_1.xml,Idalia,F,Old Frankish; Old Frankish; Old Norse,
idelinde_1_1.xml,Idelinde,F,Old Frankish; Old Norse; Proto-Germanic,
idesbald_1_1.xml,Idesbald,M,,
ido_1_1.xml,Ido,M,Old Frankish; Old Norse,
idol_1_1.xml,Idol,M,,
idony_1_1.xml,Idony,F,Old Norse,
idora_1_1.xml,Idora,F,,
idosia_1_1.xml,Idosia,F,,
idwara_1_1.xml,Idwara,F,Old Frankish; Old Norse; Old Saxon; Old High German,
iens_1_1.xml,Iens,F,,
ieuaf_1_1.xml,Ieuaf,M,,
iglesia_1_1.xml,Iglesia,F,,
igmar_1_1.xml,Igmar,M,,
ignatius_1_1.xml,Ignatius,M,Latin; Latin,
ikia_1_1.xml,Ikia,F,,
ilaria_1_1.xml,Ilaria,F,,
ildizo_1_1.xml,Ildizo,M,,
ilgier_1_1.xml,Ilgier,M,,
ilia_1_1.xml,Ilia,M,,
iliana_1_1.xml,Iliana,F,,
ilisiard_1_1.xml,Ilisiard,M,,
ilisunch_1_1.xml,Ilisunch,M,,
ilius_1_1.xml,Ilius,M,,
illana_1_1.xml,Illana,F,,
illuminata_1_1.xml,Illuminata,F,Latin,
ilsunc_1_1.xml,Ilsunc,M,,
imala_1_1.xml,Imala,U,,
imants_1_1.xml,Imants,M,Livonian,
imar_1_1.xml,Imar,M,,
imberg_1_1.xml,Imberg,F,Old High German; Old Saxon; Old High German,
imbert_1_1.xml,Imbert,M,Old High German; Old Saxon; Old High German; Old Saxon; Proto-Germanic,
imda_1_1.xml,Imda,F,,
imfrid_1_1.xml,Imfrid,M,Old High German; Old Saxon; Old High German; Old Saxon,
imgo_1_1.xml,Imgo,M,,
imiola_1_1.xml,Imiola,F,,
imiya_1_1.xml,Imiya,F,,
imizo_1_1.xml,Imizo,M,,
immad_1_1.xml,Immad,M,Old High German; Old Saxon,
imo_1_1.xml,Imo,M,Old High German; Old Saxon,
imogen_1_1.xml,Imogen,F,,
imperia_1_1.xml,Imperia,F,Latin,
incothe_1_1.xml,Incothe,M,,
indigo_1_1.xml,Indigo,M,English; Latin; Greek,
inet_1_1.xml,Inet,F,,
infant_1_1.xml,Infant,M,Latin,
inga_1_1.xml,Inga,F,Old Norse,
ingaberg_1_1.xml,Ingaberg,F,,
ingaland_1_1.xml,Ingaland,M,Old Norse; Old High German; Old Saxon,
ingalbad_1_1.xml,Ingalbad,M,Old Norse; Old Saxon; Old High German,
ingalbald_1_1.xml,Ingalbald,M,Old Norse; Old High German,
ingalbert_1_1.xml,Ingalbert,M,,
ingalger_1_1.xml,Ingalger,M,Old Norse,
ingalhar_1_1.xml,Ingalhar,M,Old Norse; Old English; Old High German,
ingalhart_1_1.xml,Ingalhart,M,Old Norse; Old English; Old Saxon; Old High German,
ingalmar_1_1.xml,Ingalmar,M,Old Norse; Old English; Old High German; Old Saxon; Proto-Germanic,
ingalrada_1_1.xml,Ingalrada,F,Old Norse; Old Saxon; Old High German,
ingalsinde_1_1.xml,Ingalsinde,F,Old Norse; Old Saxon; Gothic; Proto-Germanic,
ingaltrude_1_1.xml,Ingaltrude,F,Old Norse; Proto-Germanic; Proto-Germanic,
ingar_1_1.xml,Ingar,M,Old Norse; Old English; Old High German,
ingarde_1_1.xml,Ingarde,F,Old Norse; Old Saxon; Old High German,
ingbald_1_1.xml,Ingbald,M,Old Norse; Old High German,
ingbalda_1_1.xml,Ingbalda,F,Old Norse; Old High German,
ingbert_1_1.xml,Ingbert,M,Old German; Old Norse; Proto-Germanic,
ingberta_1_1.xml,Ingberta,F,Old German; Old Norse; Proto-Germanic,
inge_1_1.xml,Inge,M,Old Norse,
ingeborg_1_1.xml,Ingeborg,F,Old Norse; Old Norse,
ingel_1_1.xml,Ingel,M,,
ingeld_1_1.xml,Ingeld,M,,
ingelhaus_1_1.xml,Ingelhaus,M,Old Norse; Old High German,
ingemar_1_1.xml,Ingemar,M,,
ingemod_1_1.xml,Ingemod,F,,
ingemund_1_1.xml,Ingemund,M,,
ingenius_1_1.xml,Ingenius,M,,
ingenuinus_1_1.xml,Ingenuinus,M,,
ingenulf_1_1.xml,Ingenulf,M,Old Norse; Old High German; Gothic,
inger_1_1.xml,Inger,F,,
ingerald_1_1.xml,Ingerald,M,,
ingfrida_1_1.xml,Ingfrida,F,Old Norse; Old High German; Old Saxon,
ingibiorn_1_1.xml,Ingibiorn,M,Old Norse; Old Norse,
ingigerd_1_1.xml,Ingigerd,F,Old Norse; Old Norse,
ingilde_1_1.xml,Ingilde,F,Old Norse; Old High German,
ingimar_1_1.xml,Ingimar,M,Old Norse; Old Norse,
ingimund_1_1.xml,Ingimund,M,Old Norse; Old Norse,
